latitude,longitude,weight
49.20564664123678,-123.13030965726769,2.125
49.20564950429279,-123.1173550189944,4.0
49.2056499197253,-123.13376364200678,1.0
49.205652565355585,-123.11547455645325,4.0
49.20565290583885,-123.13173916345117,5.5
49.20565699907898,-123.1317269998434,3.25
49.205661091957985,-123.14558452051888,3.25
49.20566694939574,-123.13462635067481,1.0
49.20566709105118,-123.13618290039886,1.0
49.20566963633904,-123.13471194866517,2.5
49.2056797338903,-123.0282370645769,4.9375
49.20568319490416,-123.13338970121782,2.125
49.20569082451981,-123.13126597881669,3.25
49.20569281957832,-123.12302990694234,3.25
49.2056969603262,-123.11681504683499,4.375
49.205701166075684,-123.0291816484969,5.875
49.20570668533227,-123.14568099049069,7.75
49.20570978022726,-123.11959024664691,7.75
49.205710497439654,-123.13468730019308,3.8125
49.20571063874922,-123.13777681083121,3.25
49.20571926967683,-123.03885015053618,3.25
49.20571935441931,-123.1230556026448,2.125
49.205730602530544,-123.02954159459749,3.53125
49.20573106993361,-123.13370923490677,3.25
49.20573408041738,-123.04762807455148,3.8125
49.20573653978089,-123.11905614603849,2.125
49.20574139858519,-123.11911940525722,3.25
49.20574291915426,-123.04762817090364,4.65625
49.20574707885782,-123.11547374003469,4.65625
49.20575139911578,-123.13775269999866,2.125
49.20575140182091,-123.13775269451472,1.0
49.20575709449136,-123.03097717336797,2.125
49.20576112807653,-123.11926313461974,3.25
49.20577241510865,-123.02835089846126,2.125
49.20578312918377,-123.04775413634046,3.25
49.20579015696828,-123.13166029214173,7.75
49.20579020113152,-123.12312420861333,4.09375
49.205794532759505,-123.0559547230614,2.6875
49.205795074625755,-123.05816995770574,3.25
49.20580464795552,-123.02805244360884,6.0625
49.205806012277705,-123.13861886803099,1.0
49.20580939883286,-123.12760549931204,4.375
49.205809849961604,-123.12314323855672,7.75
49.2058101997554,-123.05679170575505,1.0
49.205830423386665,-123.04339134883199,3.25
49.20583640162703,-123.14584810685534,1.0
49.20584538197297,-123.03094523126813,2.6875
49.20584900052551,-123.04236621599144,3.25
49.20585089292426,-123.11553556281964,4.375
49.20587205210233,-123.05611296960723,3.25
49.205872736128526,-123.04892267283046,2.125
49.20587392665966,-123.05605196041209,3.25
49.20587483915757,-123.05602152099569,2.125
49.205874888538645,-123.13768616409406,3.25
49.20587545127868,-123.03131299006901,3.25
49.205878554818995,-123.05589958903961,3.25
49.20588414473327,-123.05571664509888,3.25
49.205887412723996,-123.04046318566786,4.9375
49.20588932724843,-123.04041857884478,7.75
49.20588995143043,-123.14607242114525,7.75
49.205892747067374,-123.03101762298112,2.125
49.20589326686608,-123.04035003233527,3.25
49.20589806668198,-123.03475882798405,1.0
49.20589877595984,-123.03988015020481,2.125
49.20590152039808,-123.02802518807223,4.9375
49.20590155609651,-123.13936692083644,3.25
49.20590784310132,-123.13768516691542,3.25
49.20596464796413,-123.04120407190942,4.1875
49.20596500942341,-123.03240836789487,3.53125
49.20596555793231,-123.05450929072738,3.25
49.2059695051451,-123.0397546490996,2.125
49.20596951823388,-123.04047071280549,3.25
49.20597498372462,-123.03151652093709,3.25
49.20597643917097,-123.041279160883,3.5
49.205978509151045,-123.04031088034935,3.25
49.2059806804311,-123.04027530709156,3.0625
49.20598251411473,-123.0499538404388,4.9375
49.20598715980677,-123.09122731483134,2.125
49.20598943182944,-123.13177998176376,2.5
49.205993400546454,-123.09124350689319,3.25
49.20599554633217,-123.14222705750242,1.84375
49.20599980309911,-123.11904503050222,3.25
49.20600167096058,-123.14222800724428,2.40625
49.206007256506005,-123.13474463257566,1.5625
49.20601797239899,-123.03204230336145,7.75
49.206019926676085,-123.05372922679143,3.625
49.206020878850246,-123.04102351411868,4.9375
49.20602218869924,-123.11732996893089,1.0
49.20602513709524,-123.03212993385411,3.0
49.20602553368575,-123.12753432601117,4.375
49.206030051076446,-123.13474421538476,1.0
49.206031613820436,-123.04109187933749,3.7321428571428568
49.20603909647962,-123.1275337966451,2.125
49.20604896581586,-123.02765591009916,2.6875
49.206049708619396,-123.1362951107893,3.25
49.206062867260314,-123.12338825635743,2.6875
49.20606382055915,-123.0309267158234,2.375
49.206064267289506,-123.11729769904403,5.5
49.206066579884066,-123.13042328919684,1.0
49.2060684335669,-123.04894317196835,3.25
49.206070605654176,-123.04891834307695,7.75
49.2060717447387,-123.11729183399726,2.125
49.20607556621739,-123.13461783760039,3.25
49.206075755649856,-123.13330896176969,3.25
49.20609015060324,-123.04869487883416,7.75
49.20609625096858,-123.13616792995178,6.625
49.20609663653866,-123.13780499057019,4.375
49.206100444725486,-123.05266812469675,3.8125
49.20610223228268,-123.12584800331918,2.125
49.206104099333615,-123.0422916003123,1.0
49.20611687022903,-123.04775768809633,3.25
49.20611805646185,-123.1361671729729,4.375
49.20612325128797,-123.11916508765164,3.25
49.20612814156317,-123.03288018783284,5.5
49.206132312568194,-123.04200209060501,1.0
49.206138073613765,-123.04211693454396,3.25
49.20614009704226,-123.04812380228789,3.25
49.206143764340325,-123.05212462050284,5.2749999999999995
49.206145863028254,-123.1236173063924,3.6999999999999997
49.206146964378014,-123.0520878158876,3.625
49.20615107554654,-123.0573832067309,4.9375
49.20615648567819,-123.05767866397642,6.625
49.20616028288255,-123.12590380951295,4.0
49.206161894155194,-123.05797411991183,6.625
49.20616296618847,-123.05190379548766,5.05
49.20616751286059,-123.11903751166429,2.6875
49.20616936701033,-123.05183018756912,4.9375
49.206170114939844,-123.04775825420184,7.75
49.2061720082665,-123.14341482004963,3.25
49.206172412104976,-123.14055509911444,4.9375
49.206178968605265,-123.05171977496965,2.125
49.2061833643498,-123.14055471280577,4.9375
49.206185851796306,-123.14225112609132,4.75
49.20618760157359,-123.0475691335343,4.375
49.20618901136119,-123.12636244853395,4.375
49.20619153050962,-123.0476329386806,3.8125
49.206198788512076,-123.14347031616691,1.0
49.20620901462038,-123.04729812889242,1.0
49.20621105293424,-123.03090280163885,2.875
49.20621445980241,-123.1393560869199,7.75
49.2062162736422,-123.03702753820922,4.766304347826087
49.20621900129907,-123.04769600591085,2.6875
49.2062255687291,-123.14352581371698,3.25
49.20623367267967,-123.05740021882889,6.625
49.20623470835775,-123.0469729230116,3.25
49.20623911040669,-123.12583122275537,3.25
49.206239393943314,-123.13342707874617,4.375
49.206240394972404,-123.05942421899775,1.0
49.20624049940815,-123.0308980190595,4.416666666666667
49.206243059724805,-123.13342690739073,4.375
49.2062436261226,-123.12634534718467,5.5
49.20624937287693,-123.05091008492134,3.8928571428571432
49.20625010160009,-123.12633240514658,2.125
49.20625094338255,-123.11734876251951,3.25
49.20626709590205,-123.06151999488837,2.125
49.206281073817905,-123.14691671078954,3.8125
49.20628113757429,-123.0629672091804,3.25
49.20628174940237,-123.1316457901102,6.25
49.20628692359328,-123.14692933521391,7.75
49.20630006176785,-123.13779880959362,3.25
49.20630706347195,-123.12589653254096,1.0
49.20630782960829,-123.02479583567393,3.953125
49.20631071800252,-123.13329822741099,5.5
49.20631403203601,-123.03832838929247,1.5625
49.206316805527834,-123.05963186566798,3.25
49.20632023012277,-123.02482699786123,4.75
49.206325580379776,-123.0271427717021,4.5
49.20632870981375,-123.14701953604755,3.25
49.20633070709366,-123.05946215264035,6.625
49.20633754251182,-123.03100850251117,4.477272727272727
49.20634055714539,-123.06212283947191,3.25
49.20635657191757,-123.12764705160107,1.0
49.2063596450778,-123.06324678218434,5.5
49.20636572929136,-123.04952688631253,5.5
49.20640112292827,-123.05950625970826,3.25
49.20640169893021,-123.04485907656026,2.125
49.20641371550242,-123.0489467692251,3.4375
49.206423794270805,-123.13176715746225,2.125
49.20642608268743,-123.11530788381408,5.5
49.20642953703558,-123.13176701072288,2.125
49.206431445607286,-123.0270984212176,3.25
49.2064336955939,-123.13329260657152,3.25
49.20643481689201,-123.11530721082136,3.25
49.206435335664935,-123.0596317734457,2.125
49.20643615756044,-123.13341808591213,2.125
49.206443363163714,-123.03840302960037,4.6
49.20645532842021,-123.03098937236217,3.3303571428571432
49.206466972387325,-123.14067014238672,1.0
49.20646718845096,-123.13628063079805,2.6875
49.2064685394446,-123.14067007956118,3.25
49.20647100801006,-123.13628049851604,3.8125
49.2064727992748,-123.06090405319553,3.25
49.206474783830195,-123.04820843688371,5.5
49.2064756963205,-123.04769619789964,2.6875
49.206477405061555,-123.0636661433491,3.25
49.206479146058314,-123.04815569928027,2.125
49.20648303934388,-123.0438292473907,6.175
49.206492631836205,-123.1262575847326,3.25
49.206492705233146,-123.13766739619575,3.8125
49.20650209567234,-123.13341506726152,3.25
49.206515714118325,-123.12382680306727,2.5
49.206519758650025,-123.06062468745428,4.9375
49.20652964962178,-123.11902128452847,1.0
49.2065301178776,-123.06070300228436,2.6875
49.206533296157204,-123.04371740078146,3.25
49.20655098159714,-123.04775916742598,4.9375
49.20655540420279,-123.13921870816554,3.25
49.20656395316593,-123.02684549243124,3.25
49.20657450287318,-123.1263790007179,7.75
49.20657555718204,-123.12637894574394,2.125
49.20657948847293,-123.12542049404107,3.25
49.20658244653394,-123.11471755166454,6.625
49.206604973409824,-123.119017909561,5.875
49.20661444175589,-123.12533655521187,2.125
49.20661769123142,-123.125328748981,2.125
49.206618780224005,-123.09116176165311,4.375
49.20662979252774,-123.02642762832657,4.288461538461538
49.20663128673869,-123.14066426580216,3.25
49.20663345935731,-123.05410956209853,6.625
49.206634416000554,-123.06422529329235,3.25
49.20663823045008,-123.14053844158164,3.25
49.20664015739323,-123.14066394362638,3.8125
49.20664834205135,-123.12410386625191,7.75
49.20665101746241,-123.1252487145107,1.0
49.20665399382255,-123.09128626448465,4.375
49.206654331220356,-123.13614856992399,2.125
49.20666690083106,-123.14221871804784,3.25
49.206667448104014,-123.11535738699308,3.25
49.20667812248758,-123.0912855222417,3.25
49.206679046277216,-123.0600203728418,4.375
49.20668149866849,-123.13778722120081,4.375
49.20668158013507,-123.05813526012213,4.375
49.20668508683488,-123.06016346344316,2.125
49.20668850891003,-123.09115965753497,7.75
49.20669076861915,-123.04497566524083,5.5
49.206696704835906,-123.12400207947348,3.25
49.20670175133036,-123.1304152727442,2.6875
49.206704349931826,-123.05247078664212,6.625
49.20670470434416,-123.1317588703436,7.75
49.206704950974874,-123.11522973421616,3.25
49.206705666717404,-123.13933907758717,6.0625
49.2067066674127,-123.0523452402202,3.25
49.206708579398224,-123.02984779357293,4.9375
49.206708620855885,-123.14221592718853,4.15
49.20670917879599,-123.0523454666514,1.0
49.206714241250516,-123.09128443825631,2.6875
49.20672198559384,-123.02628830909954,5.5
49.20673317826704,-123.04497684869258,3.0892857142857144
49.206738340221094,-123.09128370831293,3.25
49.20674230879267,-123.13933780629313,3.25
49.20674683386032,-123.14227210269047,5.5
49.20676198471589,-123.06467960634154,3.8125
49.20676279591135,-123.04460403964445,3.25
49.20676563980222,-123.11733195319519,2.125
49.206766559835856,-123.05295511182183,4.375
49.20676681546552,-123.10433218618968,3.25
49.20677053587889,-123.03081193166123,2.125
49.20677183553032,-123.05810443344517,2.125
49.20677919939,-123.1250578995348,4.375
49.20678026301953,-123.12493784741277,3.25
49.20678059205182,-123.14516553619143,3.25
49.20678113458238,-123.13620404222617,5.5
49.20678570602722,-123.05893407663163,3.25
49.206787840419445,-123.04225765948763,3.25
49.206796232889886,-123.14516496692676,3.25
49.20679822974157,-123.0309530321817,2.125
49.20679963167244,-123.04414031305559,5.2
49.206809848387095,-123.14053230517149,7.75
49.20681233343575,-123.0438771762545,3.25
49.20681346492919,-123.13926567017032,5.5
49.206819017262625,-123.04366981717602,1.0
49.20682022206121,-123.13614281720697,1.0
49.20682737084822,-123.04341061790517,3.71875
49.20682989292646,-123.12706598572214,1.0
49.2068301122411,-123.12707677031845,3.25
49.20683019592211,-123.0505175425593,2.125
49.20683032750934,-123.03087623779334,10.0
49.206830816761034,-123.050519224979,1.0
49.20683156331911,-123.04278443111737,4.375
49.206831812124314,-123.04283638139484,5.153846153846154
49.20683252806667,-123.03086498560485,2.125
49.20683290010118,-123.0313804790072,2.125
49.20683769012869,-123.13460386577913,4.9375
49.206838752412864,-123.12623986613535,2.125
49.20684491743929,-123.04763441201965,3.6999999999999997
49.206845153114344,-123.0911549097546,7.75
49.206846847827286,-123.04763441661983,3.25
49.206854742018294,-123.05278124047122,4.75
49.20685682794908,-123.14059749402072,5.5
49.20685699354997,-123.10685189261866,5.5
49.20685708860581,-123.05123762374193,4.375
49.2068612959909,-123.10685190188978,4.375
49.20686280208536,-123.11024294011163,10.0
49.206863370149215,-123.06187101203743,4.9375
49.2068645035083,-123.11023119745845,3.25
49.20686519632902,-123.036577302137,7.75
49.20686697877928,-123.13162852287589,4.375
49.206867932468036,-123.05126592331476,2.125
49.20687455500977,-123.13039416325684,3.25
49.20687517980002,-123.13044150623656,1.0
49.20687612595258,-123.14820125905031,7.75
49.2068777616171,-123.13065624525954,2.6875
49.20688025035539,-123.10249183087971,7.075
49.20688074062128,-123.03657595581609,4.9375
49.20688109853683,-123.12756390325632,2.6875
49.20688530982354,-123.12514166765241,6.625
49.20688884052531,-123.13472847491505,4.15
49.206890894230995,-123.13171404461897,1.84375
49.20689160622907,-123.13043502822202,1.0
49.20689250554826,-123.13162780534438,3.25
49.20689738282212,-123.10901452103971,4.375
49.2068977991049,-123.12889929980508,2.125
49.20689984054767,-123.10937682379323,3.8928571428571432
49.20689996259375,-123.13327128962197,3.25
49.206900604550846,-123.03664241694139,5.5
49.20690176228273,-123.12510174984156,2.125
49.2069115104395,-123.12428771374861,5.5
49.206912367719106,-123.13778020748555,3.25
49.206912609948354,-123.13460249581875,4.375
49.2069133233793,-123.10672692861681,2.125
49.20691374426372,-123.0511367995967,3.25
49.20691544902961,-123.130374590411,3.25
49.206921549666156,-123.11732682917575,2.125
49.206923955616226,-123.05116344144888,4.9375
49.20692549122189,-123.04776016240838,2.125
49.20692581114284,-123.12784975387056,6.625
49.206929760371885,-123.13400216216958,3.25
49.20692982969482,-123.13401063995697,4.375
49.2069302810932,-123.13170137037378,5.5
49.20693149921076,-123.13168940062907,1.0
49.20693359294025,-123.04763464684919,5.875
49.20693551793103,-123.0476346514442,5.875
49.20693656135848,-123.1347424515521,4.75
49.20693724935275,-123.13613875761794,3.8125
49.20695090663372,-123.13560600071372,2.6875
49.206951035254356,-123.13561367278203,3.9250000000000003
49.20696059543441,-123.13765317878084,3.25
49.20696309712902,-123.13460156750253,3.25
49.20696438780417,-123.13333520201546,5.5
49.20696529926568,-123.13333109952023,2.6875
49.20697183813457,-123.13466692715375,5.5
49.20697239732183,-123.13166722034522,1.0
49.206973505508316,-123.03355346516379,5.5
49.20697639845196,-123.13466409627938,3.25
49.20697760529732,-123.13729892374967,3.25
49.206977836461895,-123.13731407013486,2.125
49.20698435266779,-123.13773940332977,3.25
49.20698449145461,-123.13920385277427,3.25
49.206985184669435,-123.13779300335474,1.0
49.20698786435962,-123.13613699787075,4.375
49.20700084687606,-123.04120022117144,6.625
49.20700157209024,-123.1388515505526,3.25
49.20700215724883,-123.13888932184334,6.625
49.207002237064394,-123.10567456037826,2.6875
49.20700493516353,-123.14052533323958,3.25
49.207012006213496,-123.13400056672056,2.125
49.20701355645556,-123.12482927787367,6.625
49.207014082284914,-123.12482797906776,6.625
49.20701865818498,-123.13994685689813,3.25
49.20701882651348,-123.13995789680753,7.1875
49.207021320554965,-123.04144553155511,6.625
49.20702348385955,-123.1017862759325,5.5
49.207025096566205,-123.13771400128381,3.25
49.20702747326398,-123.03356723061088,5.5
49.20702898056841,-123.14060657645705,1.75
49.2070292662558,-123.13536997711068,3.25
49.207029308229735,-123.13537253904447,3.25
49.20702994876876,-123.14067059860042,2.5
49.207030499114104,-123.14052441445759,2.125
49.207030809646625,-123.14219420536098,3.25
49.2070317408052,-123.04776044459389,1.0
49.207034087337306,-123.14094301989728,7.75
49.207034111578935,-123.13920213454807,3.25
49.2070369577527,-123.13583309985762,1.0
49.207037256027036,-123.13585100595415,1.0
49.20703754147827,-123.14117066922606,1.421875
49.207045529646955,-123.13636192226217,3.25
49.20704627041031,-123.10105004805882,7.75
49.20704909914579,-123.13926440029898,2.125
49.2070493197503,-123.14194881792996,3.25
49.207052025764,-123.10508523234752,3.25
49.20705279877327,-123.13683652978442,1.0
49.20705287644553,-123.13684158087625,3.25
49.20705636833154,-123.06572802998791,3.8125
49.207060066848825,-123.13731113744426,1.0
49.207062247822776,-123.14275895601149,3.25
49.20706334970229,-123.05682407777974,5.5
49.20706371905006,-123.14059808064209,5.5
49.20706593775674,-123.02351767296409,5.5
49.207066249269864,-123.10491685229695,3.25
49.20706979862716,-123.14058579949022,3.8125
49.20707054993029,-123.14326650886889,3.25
49.20707088083072,-123.1242318368901,1.0
49.207072146266334,-123.12422867965721,3.25
49.20707338099436,-123.12432930631421,5.5
49.20707635434593,-123.13836742738758,2.125
49.20707652870758,-123.13837881329069,2.125
49.2070798077825,-123.05985819328266,10.0
49.20708752500726,-123.13908916617495,2.125
49.207088302221386,-123.13913918978902,3.25
49.20708867082766,-123.14225935453155,5.5
49.207097468788575,-123.03905404670726,3.25
49.207097681716874,-123.06179301643856,6.625
49.20710708406178,-123.04763510731158,2.6875
49.20711039904391,-123.12447489998188,2.125
49.20711274867935,-123.10027655965038,3.8125
49.207116718909056,-123.04763513304206,5.21875
49.2071224491731,-123.1288301777348,2.125
49.207124167916504,-123.11719467723549,2.40625
49.207125316493894,-123.14153393483375,3.7321428571428568
49.20712546483057,-123.14154281377674,1.5625
49.20712721900322,-123.1406465509435,7.75
49.20713256916483,-123.10048224858112,5.5
49.20713510138496,-123.14515249497796,3.25
49.207135312004134,-123.05682416024608,5.5
49.20713807220069,-123.09998189672088,4.09375
49.20714239434546,-123.05681979706091,2.125
49.20714239884176,-123.05681979981186,1.0
49.207145930337745,-123.12882950973335,4.375
49.20715044219042,-123.05494427197807,3.25
49.20715377559277,-123.12895485225992,3.25
49.20715426304322,-123.14335408346025,3.8125
49.20715449378431,-123.06607750730093,3.25
49.20715504215273,-123.14340181722308,4.375
49.20716174579032,-123.14515151035133,5.5
49.20716207312237,-123.13777075286221,3.25
49.20716339496922,-123.09968723486222,4.09375
49.20716553423744,-123.05470792118274,4.375
49.20716812425182,-123.0546674537872,2.125
49.20717028084059,-123.12622375488178,2.125
49.20717445469441,-123.1423102880175,2.6875
49.20717605607222,-123.09953990313316,2.125
49.20717605607341,-123.09953990176027,3.25
49.207181852187205,-123.11719276246106,2.40625
49.20718871698731,-123.0993925713286,3.25
49.207188996510794,-123.14515050004053,7.75
49.20718920961366,-123.13173858953085,1.0
49.207190013970965,-123.12622279328777,1.0
